Date,Low,Open,Volume,High,Close,Adjusted Close
12-12-1980,0.1283479928970337,0.1283479928970337,469033600,0.1289059966802597,0.1283479928970337,0.10032562166452408
15-12-1980,0.12165199965238571,0.12221000343561172,175884800,0.12221000343561172,0.12165199965238571,0.09509160369634628
16-12-1980,0.11272300034761429,0.1132809966802597,105728000,0.1132809966802597,0.11272300034761429,0.08811205625534058
17-12-1980,0.11551299691200256,0.11551299691200256,86441600,0.11607100069522858,0.11551299691200256,0.09029290825128555
18-12-1980,0.11886200308799744,0.11886200308799744,73449600,0.11941999942064285,0.11886200308799744,0.09291072189807892
19-12-1980,0.12611599266529083,0.12611599266529083,48630400,0.12667399644851685,0.12611599266529083,0.09858094900846481
22-12-1980,0.1322540044784546,0.1322540044784546,37363200,0.1328130066394806,0.1322540044784546,0.10337881743907928
23-12-1980,0.13783499598503113,0.13783499598503113,46950400,0.13839299976825714,0.13783499598503113,0.1077413260936737
24-12-1980,0.14508900046348572,0.14508900046348572,48003200,0.14564700424671173,0.14508900046348572,0.113411545753479
26-12-1980,0.15848200023174286,0.15848200023174286,55574400,0.15904000401496887,0.15848200023174286,0.12388044595718384
29-12-1980,0.16071400046348572,0.16071400046348572,93161600,0.16127200424671173,0.16071400046348572,0.12562507390975952
30-12-1980,0.156808003783226,0.15736599266529083,68880000,0.15736599266529083,0.156808003783226,0.1225719228386879
31-12-1980,0.1523440033197403,0.1529020071029663,35750400,0.1529020071029663,0.1523440033197403,0.11908255517482758
02-01-1981,0.15401799976825714,0.15401799976825714,21660800,0.15513400733470917,0.15401799976825714,0.1203911080956459
05-01-1981,0.15067000687122345,0.15122799575328827,35728000,0.15122799575328827,0.15067000687122345,0.11777407675981522
06-01-1981,0.1439729928970337,0.1445309966802597,45158400,0.1445309966802597,0.1439729928970337,0.11253922432661057
07-01-1981,0.13783499598503113,0.13839299976825714,55686400,0.13839299976825714,0.13783499598503113,0.1077413260936737
08-01-1981,0.13504500687122345,0.13560299575328827,39827200,0.13560299575328827,0.13504500687122345,0.10556052625179291
09-01-1981,0.14229899644851685,0.14229899644851685,21504000,0.14285700023174286,0.14229899644851685,0.11123070120811462
12-01-1981,0.141183003783226,0.14229899644851685,23699200,0.14229899644851685,0.141183003783226,0.11035836488008499
13-01-1981,0.13616099953651428,0.1367190033197403,23049600,0.1367190033197403,0.13616099953651428,0.10643284022808075
14-01-1981,0.1367190033197403,0.1367190033197403,14291200,0.1372770071029663,0.1367190033197403,0.10686895996332169
15-01-1981,0.13950900733470917,0.13950900733470917,14067200,0.140625,0.13950900733470917,0.10904987156391144
16-01-1981,0.13839299976825714,0.13895100355148315,13395200,0.13895100355148315,0.13839299976825714,0.10817752033472061
19-01-1981,0.14676299691200256,0.14676299691200256,41574400,0.14732100069522858,0.14676299691200256,0.11472008377313614
20-01-1981,0.14229899644851685,0.14285700023174286,30083200,0.14285700023174286,0.14229899644851685,0.11123070120811462
21-01-1981,0.14508900046348572,0.14508900046348572,15904000,0.14620499312877655,0.14508900046348572,0.113411545753479
22-01-1981,0.14676299691200256,0.14676299691200256,35548800,0.1478790044784546,0.14676299691200256,0.11472008377313614
23-01-1981,0.14620499312877655,0.14676299691200256,11222400,0.14732100069522858,0.14620499312877655,0.11428382992744446
26-01-1981,0.1439729928970337,0.1445309966802597,24640000,0.1445309966802597,0.1439729928970337,0.11253922432661057
27-01-1981,0.14285700023174286,0.1439729928970337,23699200,0.1439729928970337,0.14285700023174286,0.11166686564683914
28-01-1981,0.13839299976825714,0.13895100355148315,28156800,0.13895100355148315,0.13839299976825714,0.10817752033472061
29-01-1981,0.1333709955215454,0.13392899930477142,43904000,0.13392899930477142,0.1333709955215454,0.10425197333097458
30-01-1981,0.12611599266529083,0.12723200023174286,46188800,0.12723200023174286,0.12611599266529083,0.09858094900846481
02-02-1981,0.11886200308799744,0.11941999942064285,23766400,0.11941999942064285,0.11886200308799744,0.09291072189807892
03-02-1981,0.12332600355148315,0.12332600355148315,19152000,0.12388399988412857,0.12332600355148315,0.09640009701251984
04-02-1981,0.12779000401496887,0.12779000401496887,27865600,0.1283479928970337,0.12779000401496887,0.09988945722579956
05-02-1981,0.12779000401496887,0.12779000401496887,7929600,0.1289059966802597,0.12779000401496887,0.09988945722579956
06-02-1981,0.1283479928970337,0.1283479928970337,13865600,0.1289059966802597,0.1283479928970337,0.10032562166452408
09-02-1981,0.12165199965238571,0.12276799976825714,16755200,0.12276799976825714,0.12165199965238571,0.09509160369634628
10-02-1981,0.12165199965238571,0.12165199965238571,18345600,0.12221000343561172,0.12165199965238571,0.09509160369634628
11-02-1981,0.11774600297212601,0.11830399930477142,13843200,0.11830399930477142,0.11774600297212601,0.09203837811946869
12-02-1981,0.11662899702787399,0.1171879991889,14560000,0.1171879991889,0.11662899702787399,0.09116525202989578
13-02-1981,0.11383900046348572,0.11495500057935715,11155200,0.11495500057935715,0.11383900046348572,0.08898439258337021
17-02-1981,0.11662899702787399,0.11662899702787399,12275200,0.1171879991889,0.11662899702787399,0.09116525202989578
18-02-1981,0.12165199965238571,0.12165199965238571,19241600,0.12276799976825714,0.12165199965238571,0.09509160369634628
19-02-1981,0.11439699679613113,0.11495500057935715,22310400,0.11495500057935715,0.11439699679613113,0.08942060172557831
20-02-1981,0.10825899988412857,0.10881700366735458,24371200,0.10881700366735458,0.10825899988412857,0.08462267369031906
23-02-1981,0.10993299633264542,0.10993299633264542,14112000,0.11049100011587143,0.10993299633264542,0.0859312042593956
24-02-1981,0.10602699965238571,0.10714299976825714,16979200,0.10714299976825714,0.10602699965238571,0.082877978682518
25-02-1981,0.11272300034761429,0.11272300034761429,19488000,0.1132809966802597,0.11272300034761429,0.08811205625534058
26-02-1981,0.11439699679613113,0.11439699679613113,10841600,0.11495500057935715,0.11439699679613113,0.08942060172557831
27-02-1981,0.11830399930477142,0.11830399930477142,14761600,0.11941999942064285,0.11830399930477142,0.0924745425581932
02-03-1981,0.11886200308799744,0.11886200308799744,11760000,0.11941999942064285,0.11886200308799744,0.09291072189807892
03-03-1981,0.1171879991889,0.11774600297212601,16172800,0.11774600297212601,0.1171879991889,0.09160221368074417
04-03-1981,0.11607100069522858,0.11662899702787399,13708800,0.11662899702787399,0.11607100069522858,0.09072910994291306
05-03-1981,0.11551299691200256,0.11607100069522858,5376000,0.11607100069522858,0.11551299691200256,0.09029290825128555
06-03-1981,0.11439699679613113,0.11551299691200256,11603200,0.11551299691200256,0.11439699679613113,0.08942060172557831
09-03-1981,0.1054690033197403,0.10602699965238571,15321600,0.10602699965238571,0.1054690033197403,0.08244186639785767
10-03-1981,0.10044600069522858,0.10100399702787399,28380800,0.10100399702787399,0.10044600069522858,0.07851550728082657
11-03-1981,0.09653999656438828,0.0976559966802597,29859200,0.0976559966802597,0.09653999656438828,0.07546229660511017
12-03-1981,0.10044600069522858,0.10044600069522858,59248000,0.10100399702787399,0.10044600069522858,0.07851550728082657
13-03-1981,0.09933000057935715,0.09988799691200256,231302400,0.09988799691200256,0.09933000057935715,0.07764320820569992
16-03-1981,0.10323700308799744,0.10323700308799744,37228800,0.10435300320386887,0.10323700308799744,0.08069714158773422
