Date,Average Price,Volume
25-05-2006,4.3137500286102295,395343000
26-05-2006,4.551999926567078,103044000
30-05-2006,4.420000076293945,49898000
31-05-2006,4.474999904632568,30002000
01-06-2006,4.635999917984009,62344000
02-06-2006,4.774499893188477,37253000
05-06-2006,4.8112499713897705,37188000
06-06-2006,4.917750120162964,49045000
07-06-2006,4.777000188827515,25013000
08-06-2006,4.713500022888184,34439000
09-06-2006,4.826500058174133,13372000
12-06-2006,4.737500071525574,14546000
13-06-2006,4.608750104904175,16716000
14-06-2006,4.497749924659729,15971000
15-06-2006,4.564999938011169,16500000
16-06-2006,4.537999987602234,12280000
19-06-2006,4.483500003814697,11509000
20-06-2006,4.430750012397766,23792000
21-06-2006,4.480000019073486,18063000
22-06-2006,4.645749926567078,13038000
23-06-2006,4.718500018119812,11612000
26-06-2006,4.709500074386597,8565000
27-06-2006,4.7522499561309814,9826000
28-06-2006,4.692749977111816,8756000
29-06-2006,4.749750137329102,14470000
30-06-2006,4.756250023841858,25964000
03-07-2006,4.7502501010894775,7029000
05-07-2006,4.738749980926514,13266000
06-07-2006,4.704749941825867,8097000
07-07-2006,4.636749982833862,8380000
10-07-2006,4.634500026702881,4978000
11-07-2006,4.615750193595886,8079000
12-07-2006,4.597249865531921,7672000
13-07-2006,4.484500050544739,16625000
14-07-2006,4.428749918937683,9663000
17-07-2006,4.39549994468689,6458000
18-07-2006,4.391499996185303,12483000
19-07-2006,4.460999965667725,15840000
20-07-2006,4.545750021934509,8829000
21-07-2006,4.528749942779541,8510000
24-07-2006,4.524250030517578,5017000
25-07-2006,4.57099986076355,6900000
26-07-2006,4.661749958992004,10338000
27-07-2006,4.677749991416931,6009000
28-07-2006,4.646749973297119,4339000
31-07-2006,4.610999941825867,4616000
01-08-2006,4.53849995136261,7390000
02-08-2006,4.884249925613403,53372000
03-08-2006,4.950250029563904,21689000
04-08-2006,5.046000123023987,14216000
07-08-2006,5.078750133514404,6918000
08-08-2006,5.184750080108643,14073000
09-08-2006,5.3087499141693115,15043000
10-08-2006,5.294249892234802,8725000
11-08-2006,5.371999979019165,9078000
14-08-2006,5.401000022888184,6314000
15-08-2006,5.459499955177307,8553000
16-08-2006,5.46275007724762,15344000
17-08-2006,5.3772499561309814,10216000
18-08-2006,5.316499829292297,9343000
21-08-2006,5.397750020027161,12487000
22-08-2006,5.478250026702881,9761000
23-08-2006,5.509249925613403,10439000
24-08-2006,5.5304999351501465,5420000
25-08-2006,5.538249969482422,8016000
28-08-2006,5.502250075340271,3748000
29-08-2006,5.535249948501587,3211000
30-08-2006,5.54200005531311,5801000
31-08-2006,5.564250111579895,7023000
01-09-2006,5.649750113487244,20559000
05-09-2006,5.680999994277954,4618000
06-09-2006,5.780750036239624,15694000
07-09-2006,5.949999928474426,26549000
08-09-2006,6.032249927520752,15176000
11-09-2006,6.080249905586243,17064000
12-09-2006,6.155750036239624,16992000
13-09-2006,6.163750052452087,12355000
14-09-2006,6.1897499561309814,13010000
15-09-2006,6.393749952316284,19314000
18-09-2006,6.567749977111816,23656000
19-09-2006,6.50724995136261,17263000
20-09-2006,6.571250081062317,13476000
21-09-2006,6.829750061035156,29063000
22-09-2006,6.737749934196472,29874000
25-09-2006,6.4387500286102295,35677000
26-09-2006,6.487249970436096,39969000
27-09-2006,6.704749941825867,19633000
28-09-2006,6.821499824523926,13395000
29-09-2006,6.920750021934509,20056000
02-10-2006,7.007999897003174,17393000
03-10-2006,6.934500098228455,16733000
04-10-2006,6.969499945640564,13679000
05-10-2006,7.10699999332428,25756000
06-10-2006,7.385249972343445,35410000
09-10-2006,7.222000002861023,37084000
10-10-2006,7.170249938964844,26764000
11-10-2006,6.993249893188477,35483000
12-10-2006,6.976249933242798,15117000
13-10-2006,7.065249919891357,11321000
16-10-2006,7.071500062942505,8802000
17-10-2006,7.026749968528748,9865000
18-10-2006,7.019500017166138,8562000
19-10-2006,7.135749936103821,13414000
20-10-2006,7.196750044822693,5264000
23-10-2006,7.075500130653381,7389000
24-10-2006,7.069249987602234,8512000
25-10-2006,7.09375,11349000
26-10-2006,7.173499941825867,21152000
27-10-2006,7.141000032424927,26741000
30-10-2006,7.262750148773193,17471000
31-10-2006,7.3747498989105225,35930000
01-11-2006,8.401750087738037,141283000
02-11-2006,8.549999952316284,62536000
03-11-2006,8.842250108718872,42476000
06-11-2006,9.335749864578247,97749000
07-11-2006,9.420249938964844,71623000
08-11-2006,9.012249946594238,64172000
09-11-2006,9.00124979019165,62982000
10-11-2006,8.90250015258789,27782000
13-11-2006,9.5385000705719,114166000
14-11-2006,9.590750217437744,38524000
15-11-2006,9.628999948501587,56606000
16-11-2006,9.54675006866455,35647000
17-11-2006,9.389500141143799,28516000
20-11-2006,9.502500057220459,22904000
21-11-2006,9.873000144958496,59494000
22-11-2006,10.24399995803833,42648000
24-11-2006,10.343250036239624,21600000
27-11-2006,10.314500093460083,73643000
28-11-2006,9.868750095367432,61511000
29-11-2006,10.027750015258789,48996000
30-11-2006,9.989000082015991,41254000
01-12-2006,10.123250007629395,35210000
04-12-2006,10.0455002784729,20276000
05-12-2006,10.012500047683716,21264000
06-12-2006,10.020500183105469,30071000
07-12-2006,9.963250398635864,21763000
08-12-2006,9.987750053405762,15976000
11-12-2006,10.00950002670288,30088000
12-12-2006,9.695749998092651,46602000
13-12-2006,9.63575005531311,18912000
14-12-2006,9.56624984741211,24111000
15-12-2006,9.604750156402588,14585000
18-12-2006,9.43625020980835,26059000
19-12-2006,9.446749925613403,31954000
20-12-2006,9.765249967575073,28211000
