Date,Average Price,Volume
19-08-2004,49.858120918273926,44871361
20-08-2004,52.16696548461914,22942874
23-08-2004,55.12836456298828,18342897
24-08-2004,53.70868682861328,15319808
25-08-2004,52.65762710571289,9232276
26-08-2004,52.985148429870605,7128620
27-08-2004,53.36995601654053,6241307
30-08-2004,51.65513324737549,5221498
31-08-2004,51.12586784362793,4941252
01-09-2004,50.50942802429199,9181687
02-09-2004,50.063599586486816,15190525
03-09-2004,50.06484413146973,5176932
07-09-2004,50.336326599121094,5875340
08-09-2004,50.63147163391113,5009306
09-09-2004,50.8780460357666,4081040
10-09-2004,51.65513324737549,8740238
13-09-2004,53.4247522354126,7881431
14-09-2004,54.51192569732666,10880430
15-09-2004,55.6651029586792,10763995
16-09-2004,56.50819396972656,9310367
17-09-2004,57.65265369415283,9517541
20-09-2004,59.11343002319336,10679279
21-09-2004,59.22550868988037,7263122
22-09-2004,58.812058448791504,7617245
23-09-2004,59.69001770019531,8576226
24-09-2004,60.3525333404541,9166831
27-09-2004,59.34007930755615,7099712
28-09-2004,61.739834785461426,17009518
29-09-2004,64.63647747039795,30661498
30-09-2004,64.85689926147461,13823420
01-10-2004,65.56922912597656,15196748
04-10-2004,67.39862251281738,13084661
05-10-2004,67.72116470336914,15044379
06-10-2004,68.37870025634766,13445007
07-10-2004,68.76724243164062,14182160
08-10-2004,68.88554954528809,11122133
11-10-2004,67.86686897277832,10521891
12-10-2004,67.60285949707031,11720969
13-10-2004,70.7161865234375,19860163
14-10-2004,70.23050880432129,10491779
15-10-2004,71.79215431213379,13257507
18-10-2004,72.5742244720459,14103064
19-10-2004,74.49452781677246,18195948
20-10-2004,71.8693675994873,22830655
21-10-2004,72.91793632507324,29288370
22-10-2004,85.58171844482422,74060360
25-10-2004,91.00638389587402,65774017
26-10-2004,92.25171852111816,44781425
27-10-2004,92.15209197998047,26813127
28-10-2004,94.64151000976562,29804899
29-10-2004,97.14587211608887,42483644
01-11-2004,96.95160293579102,24541444
02-11-2004,97.91299819946289,22777657
03-11-2004,97.40988349914551,27881517
04-11-2004,93.01261520385742,28927221
05-11-2004,87.44473648071289,39814879
08-11-2004,85.71870613098145,22467499
09-11-2004,85.08981513977051,22211343
10-11-2004,84.35630989074707,21367793
11-11-2004,87.60538291931152,30083339
12-11-2004,91.46093368530273,33617737
15-11-2004,91.20688438415527,23892219
16-11-2004,87.21559524536133,41991607
17-11-2004,85.68134498596191,36401733
18-11-2004,84.43103218078613,33383864
19-11-2004,84.05992317199707,17604339
22-11-2004,82.23924827575684,24829118
23-11-2004,83.7884407043457,24919656
24-11-2004,87.08607864379883,30676554
26-11-2004,88.4858341217041,13008778
29-11-2004,89.89679527282715,21413162
30-11-2004,90.40364646911621,15457723
01-12-2004,90.15706825256348,15787153
02-12-2004,89.5842170715332,12568735
03-12-2004,89.54063034057617,11782398
06-12-2004,88.68508720397949,12554883
07-12-2004,86.4484691619873,13793308
08-12-2004,85.02380752563477,15140137
09-12-2004,85.38620185852051,15365378
10-12-2004,86.08358764648438,8666764
13-12-2004,85.33638572692871,9673323
14-12-2004,86.93788719177246,22259924
15-12-2004,89.05619621276855,23027992
16-12-2004,88.40115165710449,17209866
17-12-2004,88.90301895141602,14827771
20-12-2004,91.82456970214844,19742724
21-12-2004,92.32145500183105,11073953
22-12-2004,92.16205406188965,7843289
23-12-2004,93.3936882019043,7256297
27-12-2004,95.07613182067871,12253959
28-12-2004,95.81959533691406,8322679
29-12-2004,95.88808631896973,5376276
30-12-2004,97.21685791015625,11852862
31-12-2004,97.69132614135742,15394487
03-01-2005,99.52819442749023,31807176
04-01-2005,98.66891288757324,27614921
05-01-2005,96.64898490905762,16534946
06-01-2005,95.54811096191406,20852067
07-01-2005,95.58173561096191,19398238
10-01-2005,97.0723991394043,15135721
11-01-2005,97.14213752746582,13969566
12-01-2005,96.65521240234375,16416905
13-01-2005,97.40365600585938,13750146
14-01-2005,98.39494132995605,19352868
18-01-2005,100.69133377075195,26443948
19-01-2005,100.11972618103027,22599793
20-01-2005,96.47214698791504,18070680
21-01-2005,95.42980575561523,18586206
24-01-2005,92.03752136230469,28150521
25-01-2005,89.36379051208496,21398307
26-01-2005,91.78969764709473,24708066
27-01-2005,93.51199531555176,13304482
28-01-2005,94.81959533691406,24507919
31-01-2005,96.81088066101074,19265342
01-02-2005,96.33516120910645,37819226
02-02-2005,104.85323333740234,65844480
03-02-2005,104.1135082244873,26073565
04-02-2005,102.26418876647949,29749693
07-02-2005,100.02508354187012,26017958
08-02-2005,98.39992141723633,23046060
09-02-2005,97.55932426452637,34471726
10-02-2005,94.32270431518555,38107704
11-02-2005,93.70502090454102,26330324
14-02-2005,93.38995170593262,77413481
15-02-2005,97.35384368896484,51758881
16-02-2005,97.97526359558105,33188534
17-02-2005,98.66642379760742,20906871
18-02-2005,98.62532806396484,17035414
22-02-2005,96.78223609924316,27068480
23-02-2005,95.93914604187012,31288840
24-02-2005,92.6950569152832,51822117
25-02-2005,93.45595359802246,20021766
28-02-2005,93.36380004882812,15695411
01-03-2005,93.03876876831055,18692201
02-03-2005,92.5481071472168,14625616
03-03-2005,92.80215263366699,15274238
04-03-2005,92.76728820800781,13598982
07-03-2005,93.80091094970703,17399775
08-03-2005,93.29032707214355,16152518
09-03-2005,90.95532608032227,22805963
10-03-2005,89.61285972595215,22003165
11-03-2005,89.20812606811523,16116784
14-03-2005,87.7075023651123,22376760
15-03-2005,88.18446350097656,20922329
16-03-2005,87.91049003601074,14265872
17-03-2005,88.65021705627441,16583126
