Date,Average Price,Volume
18-05-2012,40.81999969482422,573576400
21-05-2012,35.054999351501465,168192700
22-05-2012,32.03500032424927,101786600
23-05-2012,31.80750036239624,73600000
24-05-2012,32.739999771118164,50237200
25-05-2012,32.21750068664551,37149800
29-05-2012,30.164999961853027,78063400
30-05-2012,28.575000286102295,57267900
31-05-2012,28.66249990463257,111639200
01-06-2012,28.28749942779541,41855500
04-06-2012,27.047500133514404,35230300
05-06-2012,26.520000457763672,42473400
06-06-2012,26.392499923706055,61489200
07-06-2012,26.702499866485596,26159500
08-06-2012,26.96250009536743,38034000
11-06-2012,27.27500009536743,28219600
12-06-2012,27.402499675750732,15816800
13-06-2012,27.53250026702881,17102800
14-06-2012,27.90999984741211,16855000
15-06-2012,29.24250030517578,43563800
18-06-2012,30.71500015258789,42978900
19-06-2012,31.582500457763672,30849000
20-06-2012,31.65000009536743,15553600
21-06-2012,31.880000114440918,21875300
22-06-2012,32.74250030517578,74834000
25-06-2012,32.3725004196167,24352900
26-06-2012,32.932498931884766,24858700
27-06-2012,32.37249994277954,28568000
28-06-2012,31.60249948501587,17713300
29-06-2012,31.442500114440918,19526900
02-07-2012,31.074999809265137,14122000
03-07-2012,31.08750009536743,8763600
05-07-2012,31.359999656677246,10032100
06-07-2012,31.582499980926514,10945600
09-07-2012,32.28499937057495,17785200
10-07-2012,31.884999752044678,14269500
11-07-2012,31.139999389648438,13030300
12-07-2012,30.87750005722046,11300700
13-07-2012,30.84749984741211,8108300
16-07-2012,29.364999771118164,24672100
17-07-2012,28.077499866485596,30438600
18-07-2012,28.71500015258789,16841800
19-07-2012,29.134999752044678,13685100
20-07-2012,28.987499713897705,11869100
23-07-2012,28.47000026702881,12390700
24-07-2012,28.705000400543213,11539800
25-07-2012,28.824999809265137,17230200
26-07-2012,27.389999866485596,64597400
27-07-2012,23.43000030517578,123102300
30-07-2012,23.55500030517578,29285900
31-07-2012,22.515000343322754,56179400
01-08-2012,21.199999809265137,44604400
02-08-2012,20.36750030517578,56374500
03-08-2012,20.87750005722046,80647000
06-08-2012,21.6899995803833,27778900
07-08-2012,21.46750020980835,36782900
08-08-2012,20.69999933242798,29537400
09-08-2012,20.885000228881836,15610700
10-08-2012,21.542499542236328,25794700
13-08-2012,21.90000009536743,24973100
14-08-2012,20.90999984741211,39308800
15-08-2012,20.91249990463257,47861100
16-08-2012,20.12000036239624,157565300
17-08-2012,19.53499984741211,129293400
