Date,Average Price,Volume
23-05-2002,1.1853572726249695,104790000
24-05-2002,1.2116072475910187,11104800
28-05-2002,1.1899999976158142,6609400
29-05-2002,1.1294642686843872,6757800
30-05-2002,1.0896430015563965,10154200
31-05-2002,1.0762499868869781,8464400
03-06-2002,1.1085715293884277,3151400
04-06-2002,1.1260712444782257,3105200
05-06-2002,1.1310715079307556,1531600
06-06-2002,1.1782142519950867,2305800
07-06-2002,1.1444640457630157,1369200
10-06-2002,1.1501787602901459,484400
11-06-2002,1.1567855179309845,1003800
12-06-2002,1.1294642388820648,1799000
13-06-2002,1.0973215103149414,2567600
14-06-2002,1.033571481704712,4783800
17-06-2002,0.9782142490148544,4855200
18-06-2002,0.907678484916687,10808000
19-06-2002,0.9380360096693039,5482400
20-06-2002,0.9796429872512817,6111000
21-06-2002,0.9746430069208145,2346400
24-06-2002,0.9823215156793594,2567600
25-06-2002,0.9767857640981674,3941000
26-06-2002,0.9675000011920929,2924600
27-06-2002,0.9785712659358978,3817800
28-06-2002,0.983571246266365,9234400
01-07-2002,1.016785740852356,4585000
02-07-2002,1.1151785254478455,9020200
03-07-2002,1.181249976158142,4957400
05-07-2002,1.250892996788025,2003400
08-07-2002,1.2119642794132233,1953000
09-07-2002,1.1616072356700897,2935800
10-07-2002,1.1589285135269165,1554000
11-07-2002,1.2087500095367432,2529800
12-07-2002,1.2433927357196808,2837800
15-07-2002,1.177678495645523,4239200
16-07-2002,1.1351787149906158,1941800
17-07-2002,1.1183927357196808,1261400
18-07-2002,1.1358930170536041,2899400
19-07-2002,1.1489284932613373,1792000
22-07-2002,1.1501785218715668,1993600
23-07-2002,1.1667857468128204,1577800
24-07-2002,1.1235717236995697,3355800
25-07-2002,1.0810714960098267,4755800
26-07-2002,0.9574999958276749,7046200
29-07-2002,0.886786013841629,3260600
30-07-2002,0.9110712707042694,3777200
31-07-2002,0.9369639903306961,3333400
01-08-2002,0.9198215007781982,4529000
02-08-2002,0.8146430104970932,6655600
05-08-2002,0.7817854881286621,3808000
06-08-2002,0.7757139950990677,3217200
07-08-2002,0.7726782411336899,2758000
08-08-2002,0.7867857366800308,2283400
09-08-2002,0.7964285016059875,1500800
12-08-2002,0.7801784873008728,2130800
13-08-2002,0.7750000059604645,1677200
14-08-2002,0.8035712540149689,4047400
15-08-2002,0.8658927530050278,3263400
16-08-2002,0.8967857509851456,1828400
19-08-2002,0.9523214995861053,2074800
20-08-2002,0.9616072475910187,2539600
21-08-2002,0.9528570026159286,2779000
22-08-2002,0.9714284986257553,2963800
23-08-2002,0.98785699903965,2406600
26-08-2002,0.9746430069208145,2644600
27-08-2002,0.9167854934930801,4984000
28-08-2002,0.8601787388324738,2275000
29-08-2002,0.8707142472267151,2395400
30-08-2002,0.9269645065069199,2121000
03-09-2002,0.9346427619457245,1593200
04-09-2002,0.9269639998674393,373800
05-09-2002,0.9205354899168015,285600
06-09-2002,0.922142744064331,763000
09-09-2002,0.9096430093050003,1419600
10-09-2002,0.9212499856948853,4746000
11-09-2002,0.9537499845027924,1629600
12-09-2002,0.9423215091228485,1943200
13-09-2002,0.8978572338819504,2485000
16-09-2002,0.8735715001821518,3512600
17-09-2002,0.8457142412662506,2863000
18-09-2002,0.8126787543296814,1521800
19-09-2002,0.7532142549753189,4978400
20-09-2002,0.732321247458458,3484600
23-09-2002,0.7158930003643036,4839800
24-09-2002,0.7108930051326752,3747800
25-09-2002,0.7285715043544769,1457400
26-09-2002,0.7607139945030212,4162200
27-09-2002,0.7482145130634308,5105800
30-09-2002,0.7026787549257278,4837000
01-10-2002,0.6896427273750305,3850000
02-10-2002,0.6291067451238632,9314200
03-10-2002,0.5366072505712509,9765000
04-10-2002,0.49125000089406967,8433600
07-10-2002,0.42571423947811127,15724800
08-10-2002,0.4085712507367134,4531800
09-10-2002,0.38517849892377853,5982200
10-10-2002,0.4389287456870079,13577200
11-10-2002,0.48857126384973526,13281800
14-10-2002,0.4992857649922371,5272400
15-10-2002,0.5551784932613373,4125800
16-10-2002,0.49107150733470917,5800200
17-10-2002,0.5198214948177338,7481600
18-10-2002,0.6474997401237488,24904600
21-10-2002,0.6369642615318298,9686600
22-10-2002,0.6305354982614517,4263000
23-10-2002,0.6062500029802322,3539200
24-10-2002,0.5864287316799164,2431800
25-10-2002,0.6189285069704056,6447000
28-10-2002,0.6767857521772385,5647600
29-10-2002,0.6608927547931671,2004800
30-10-2002,0.6516070067882538,1423800
31-10-2002,0.6358927488327026,1659000
01-11-2002,0.6292854994535446,2126600
04-11-2002,0.6641072481870651,3589600
05-11-2002,0.6626787334680557,1045800
06-11-2002,0.642678752541542,7032200
07-11-2002,0.6139285117387772,2585800
08-11-2002,0.5955355018377304,4922400
11-11-2002,0.6001784950494766,371000
12-11-2002,0.5910715162754059,2191000
13-11-2002,0.604821503162384,3231200
14-11-2002,0.6312497407197952,931000
15-11-2002,0.6337500065565109,2045400
18-11-2002,0.7082139998674393,10061800
19-11-2002,0.6821427494287491,28194600
20-11-2002,0.6949999928474426,10085600
21-11-2002,0.7544639855623245,10516800
22-11-2002,0.7739287614822388,4492600
25-11-2002,0.7839284837245941,4771200
26-11-2002,0.7637499868869781,1771000
27-11-2002,0.755535751581192,1069600
29-11-2002,0.76571424305439,932400
02-12-2002,0.7562502473592758,2009000
03-12-2002,0.7623215019702911,1164800
04-12-2002,0.7248214930295944,2468200
05-12-2002,0.8196427375078201,12632200
06-12-2002,0.775714248418808,3883600
09-12-2002,0.7896427661180496,4068400
10-12-2002,0.8358930051326752,3236800
11-12-2002,0.8801784962415695,4895800
12-12-2002,0.9016069918870926,2534000
13-12-2002,0.8919642567634583,1395800
16-12-2002,0.9019639939069748,2098600
17-12-2002,0.9101787507534027,1680000
18-12-2002,0.8358927667140961,13378400
19-12-2002,0.7750000059604645,3781400
20-12-2002,0.7571429908275604,4384800
23-12-2002,0.739999994635582,3311000
24-12-2002,0.7167857438325882,4895800
26-12-2002,0.699286013841629,2122400
27-12-2002,0.6944640129804611,4592000
30-12-2002,0.704285517334938,5198200
31-12-2002,0.7480357587337494,11369400
02-01-2003,0.84375,8397200
03-01-2003,0.811071515083313,3248000
06-01-2003,0.7851784974336624,3003000
07-01-2003,0.7805357575416565,1937600
08-01-2003,0.8014287501573563,5356400
09-01-2003,0.8296427428722382,5322800
10-01-2003,0.8642857521772385,5434800
13-01-2003,0.8658927530050278,4408600
14-01-2003,0.8625002652406693,2549400
15-01-2003,0.8626787662506104,9430400
16-01-2003,0.8944644927978516,18653600
17-01-2003,0.8248215168714523,5364800
21-01-2003,0.8208930045366287,6081600
22-01-2003,0.825178250670433,4173400
23-01-2003,0.8655354976654053,7219800
24-01-2003,0.87160724401474,6353200
27-01-2003,0.8637502640485764,3439800
28-01-2003,0.8810715079307556,4946200
29-01-2003,0.881607249379158,2956800
30-01-2003,0.8971430063247681,3700200
31-01-2003,0.9212500005960464,4019400
03-02-2003,0.92178575694561,2836400
04-02-2003,0.8874997347593307,2039800
05-02-2003,0.8646427541971207,3484600
06-02-2003,0.8419644981622696,3735200
07-02-2003,0.8557142466306686,5016200
10-02-2003,0.8860712349414825,7305200
11-02-2003,0.9212499856948853,4790800
12-02-2003,0.9473212510347366,5615400
13-02-2003,0.9474999904632568,6092800
14-02-2003,0.984107255935669,8435000
18-02-2003,1.032142996788025,6267800
19-02-2003,1.069464236497879,5118400
20-02-2003,1.1010714769363403,6339200
21-02-2003,1.0742857456207275,6255200
24-02-2003,1.0174999833106995,12339600
25-02-2003,1.0146429985761642,4629800
26-02-2003,1.0400002300739288,3878000
27-02-2003,1.1176782250404358,23119600
28-02-2003,1.2007142901420593,11879000
03-03-2003,1.1732142567634583,15797600
04-03-2003,1.1480357646942139,5565000
05-03-2003,1.1541067361831665,3498600
06-03-2003,1.1624999940395355,3455200
07-03-2003,1.1503572463989258,4853800
10-03-2003,1.1378572583198547,3424400
11-03-2003,1.106785774230957,5531400
12-03-2003,1.0878570079803467,5751200
13-03-2003,1.132678508758545,7560000
14-03-2003,1.1873212456703186,6129200
17-03-2003,1.2201785147190094,16616600
18-03-2003,1.3303572535514832,21091000
19-03-2003,1.3680355250835419,16062200
20-03-2003,1.3675002753734589,14603400
21-03-2003,1.3496427834033966,8150800
24-03-2003,1.2967854738235474,8996400
25-03-2003,1.3337500095367432,12602800
26-03-2003,1.428393006324768,18580800
27-03-2003,1.5060715079307556,30632000
28-03-2003,1.5330357551574707,26143600
31-03-2003,1.459821492433548,8283800
01-04-2003,1.4035714864730835,17019800
02-04-2003,1.4287500083446503,22761200
03-04-2003,1.4287500083446503,8033200
04-04-2003,1.4210714995861053,5884200
07-04-2003,1.4492857456207275,10315200
08-04-2003,1.4244644939899445,6265000
09-04-2003,1.463392734527588,5864600
10-04-2003,1.4782144725322723,5419400
11-04-2003,1.502142757177353,4790800
14-04-2003,1.451964020729065,5355000
15-04-2003,1.4333927631378174,6311200
16-04-2003,1.4566069841384888,4533200
17-04-2003,1.5210714936256409,13462400
21-04-2003,1.707500010728836,48573000
22-04-2003,1.685178279876709,30570400
23-04-2003,1.552143007516861,36787800
24-04-2003,1.5294642746448517,35765800
25-04-2003,1.5398212671279907,14922600
28-04-2003,1.5430357456207275,22727600
29-04-2003,1.6074999868869781,20129200
30-04-2003,1.6199997663497925,11071200
01-05-2003,1.6135717332363129,14984200
02-05-2003,1.6157142519950867,12334000
05-05-2003,1.653571754693985,14449400
06-05-2003,1.672857016324997,14964600
07-05-2003,1.6696427762508392,13473600
08-05-2003,1.64946448802948,10046400
09-05-2003,1.6235712468624115,5926200
12-05-2003,1.661964237689972,11788000
13-05-2003,1.7437500059604645,18207000
14-05-2003,1.7966070175170898,19117000
15-05-2003,1.7530357837677002,10684800
16-05-2003,1.7126787304878235,12966800
19-05-2003,1.572143018245697,30472400
20-05-2003,1.5285712480545044,20209000
21-05-2003,1.5267857611179352,9451400
22-05-2003,1.5662499964237213,14278600
23-05-2003,1.6123212575912476,8171800
27-05-2003,1.6016072630882263,13883800
28-05-2003,1.6180357336997986,10127600
29-05-2003,1.6153570115566254,7277200
30-05-2003,1.6148215234279633,10476200
02-06-2003,1.6530357599258423,17547600
03-06-2003,1.6832142174243927,8548400
04-06-2003,1.7450000047683716,12420800
05-06-2003,1.767321527004242,13104000
06-06-2003,1.7678572535514832,19174400
09-06-2003,1.6573214828968048,12731600
10-06-2003,1.5914287567138672,62433000
11-06-2003,1.5950000286102295,17973200
12-06-2003,1.5682142674922943,18457600
13-06-2003,1.425178736448288,66024000
16-06-2003,1.4707140028476715,32225200
17-06-2003,1.5441069900989532,17542000
18-06-2003,1.532499998807907,11001200
19-06-2003,1.5521427392959595,15425200
20-06-2003,1.5648212134838104,13018600
23-06-2003,1.538214236497879,8699600
24-06-2003,1.60053551197052,33681200
25-06-2003,1.6662499904632568,18978400
26-06-2003,1.72196426987648,32257400
27-06-2003,1.7946427464485168,18111800
30-06-2003,1.8176787793636322,26012000
01-07-2003,1.7894639670848846,12356400
02-07-2003,1.8980357348918915,39071200
03-07-2003,1.952678769826889,8202600
07-07-2003,1.949999988079071,19467000
08-07-2003,1.9424999952316284,10750600
09-07-2003,1.962499976158142,9632000
10-07-2003,1.9449999928474426,8754200
11-07-2003,1.8994642794132233,7936600
14-07-2003,1.9610714614391327,11862200
15-07-2003,1.9148215353488922,17588200
16-07-2003,1.85053551197052,13533800
17-07-2003,1.7958927750587463,17141600
18-07-2003,1.7455357313156128,36236200
21-07-2003,1.6932139992713928,10924200
22-07-2003,1.7267857491970062,11524800
23-07-2003,1.8412500023841858,21898800
24-07-2003,1.9080357551574707,10841600
25-07-2003,1.8982140123844147,5534200
28-07-2003,1.9133929908275604,7495600
29-07-2003,1.9051785171031952,5357800
30-07-2003,1.8807142674922943,5286400
31-07-2003,1.8491072356700897,8534400
01-08-2003,1.8182145059108734,6339200
04-08-2003,1.7742857336997986,3676400
05-08-2003,1.770000010728836,3084200
06-08-2003,1.6987497508525848,8113000
07-08-2003,1.6455357670783997,7893200
08-08-2003,1.6682142615318298,3339000
11-08-2003,1.72214275598526,6280400
12-08-2003,1.7667857706546783,3010000
13-08-2003,1.757500022649765,4537400
14-08-2003,1.767321527004242,11293800
15-08-2003,1.7839285135269165,5117000
18-08-2003,1.7762500047683716,6335000
19-08-2003,1.8133927285671234,8705200
20-08-2003,1.9285717606544495,29337000
21-08-2003,2.054285764694214,19553800
22-08-2003,2.064999997615814,8395800
25-08-2003,2.008750259876251,6892200
26-08-2003,2.057856947183609,13178200
27-08-2003,2.2391072511672974,33322800
28-08-2003,2.2905357480049133,13720000
29-08-2003,2.318749964237213,11130000
02-09-2003,2.392321228981018,27102600
03-09-2003,2.4325000047683716,23833600
04-09-2003,2.380178689956665,8240400
05-09-2003,2.436607003211975,20844600
08-09-2003,2.47214275598526,16699200
09-09-2003,2.5237500071525574,10875200
10-09-2003,2.4835715293884277,10642800
11-09-2003,2.37839275598526,17785600
12-09-2003,2.4032145142555237,16142000
15-09-2003,2.5151787400245667,17876600
16-09-2003,2.607678771018982,21684600
17-09-2003,2.5776782631874084,11204200
18-09-2003,2.5921427607536316,12215000
19-09-2003,2.623035728931427,9605400
22-09-2003,2.711071491241455,22540000
23-09-2003,2.7848217487335205,10446800
24-09-2003,2.7589287757873535,7385000
25-09-2003,2.5873217582702637,20911800
26-09-2003,2.4401785135269165,12187000
29-09-2003,2.3260715007781982,40265400
30-09-2003,2.4376784563064575,20711600
01-10-2003,2.442857027053833,13876800
02-10-2003,2.78946453332901,73129000
03-10-2003,2.897499978542328,36274000
06-10-2003,2.9171428084373474,18425400
07-10-2003,3.055714249610901,21939400
08-10-2003,3.1200000047683716,22066800
09-10-2003,3.108571469783783,18671800
10-10-2003,3.148392975330353,10221400
13-10-2003,3.2567859888076782,21089600
14-10-2003,3.3692855834960938,24176600
15-10-2003,3.295178472995758,16424800
16-10-2003,3.5037497878074646,125825000
17-10-2003,3.6814284920692444,38456600
20-10-2003,3.791428506374359,60559800
21-10-2003,3.915893018245697,35361200
22-10-2003,3.7866072058677673,22733200
23-10-2003,3.6939282417297363,23143400
24-10-2003,3.7257142663002014,21513800
27-10-2003,3.763392984867096,15517600
28-10-2003,3.960892975330353,21884800
29-10-2003,4.156428575515747,27333600
30-10-2003,4.240178465843201,26913600
31-10-2003,4.135892748832703,16017400
03-11-2003,4.143571496009827,14712600
04-11-2003,4.21500027179718,15635200
05-11-2003,4.212678670883179,17277400
06-11-2003,3.7989282608032227,109594800
07-11-2003,3.519821524620056,103054000
10-11-2003,3.346250057220459,48512800
11-11-2003,3.354285776615143,26290600
12-11-2003,3.4694643020629883,34353200
13-11-2003,3.540892779827118,23836400
14-11-2003,3.4137499928474426,18921000
17-11-2003,3.2424997687339783,31721200
18-11-2003,3.287499964237213,39229400
19-11-2003,3.3314285278320312,23123800
20-11-2003,3.2387502789497375,29468600
21-11-2003,3.291428506374359,22040200
24-11-2003,3.2967854738235474,13987400
25-11-2003,3.411071479320526,16927400
26-11-2003,3.4569643139839172,14039200
28-11-2003,3.47214275598526,5108600
01-12-2003,3.576964259147644,18172000
02-12-2003,3.6280357241630554,15824200
03-12-2003,3.625535726547241,18349800
04-12-2003,3.4882141947746277,28826000
05-12-2003,3.39803546667099,12567800
08-12-2003,3.3664287328720093,20157200
09-12-2003,3.3248214721679688,14681800
10-12-2003,3.2498214840888977,25684400
11-12-2003,3.3023215532302856,18060000
12-12-2003,3.3723212480545044,11704000
15-12-2003,3.3469645380973816,14289800
16-12-2003,3.193749964237213,19339600
17-12-2003,3.370178759098053,64415400
18-12-2003,3.625,44256800
19-12-2003,3.650000274181366,18169200
22-12-2003,3.6708927154541016,18925200
23-12-2003,3.8071427941322327,29043000
24-12-2003,4.0251787304878235,27525400
26-12-2003,4.1210715770721436,11887400
29-12-2003,4.180535674095154,16269400
30-12-2003,4.103750228881836,15573600
31-12-2003,3.9810715317726135,16801400
02-01-2004,3.9983930587768555,50230600
05-01-2004,3.9555357694625854,25207000
06-01-2004,4.120178699493408,52633000
07-01-2004,4.368035793304443,68432000
08-01-2004,4.456964612007141,37178400
09-01-2004,4.414999723434448,33030200
12-01-2004,4.500357151031494,26857600
13-01-2004,4.61767840385437,32963000
14-01-2004,4.650892734527588,23070600
15-01-2004,4.619107127189636,16013200
16-01-2004,4.649642825126648,24075800
20-01-2004,4.784285545349121,40924800
21-01-2004,4.782142758369446,40915000
22-01-2004,5.461964249610901,166234600
23-01-2004,5.514464378356934,54593000
26-01-2004,5.448035717010498,31306800
27-01-2004,5.457857131958008,67012400
28-01-2004,5.252678394317627,49611800
29-01-2004,5.096428871154785,56393400
30-01-2004,5.156070828437805,35644000
02-02-2004,5.258750081062317,32034800
03-02-2004,5.14821457862854,33744200
04-02-2004,5.042678594589233,27357400
05-02-2004,5.097678542137146,33248600
06-02-2004,5.3428568840026855,31558800
09-02-2004,5.521607041358948,30332400
10-02-2004,5.35232150554657,64220800
11-02-2004,5.166071534156799,57061200
12-02-2004,5.242856979370117,39651500
13-02-2004,5.239285826683044,29848000
17-02-2004,5.074643015861511,21977900
18-02-2004,5.0585715770721436,14573300
19-02-2004,4.988571286201477,17955000
20-02-2004,4.897857308387756,38625300
23-02-2004,4.948928475379944,42249200
24-02-2004,4.4685715436935425,99174600
25-02-2004,4.438214540481567,27232800
26-02-2004,4.6132142543792725,51582300
27-02-2004,4.8710715770721436,34990200
01-03-2004,4.956428408622742,24390800
02-03-2004,4.955714464187622,15796900
03-03-2004,4.823928475379944,20910400
04-03-2004,4.69857132434845,17023300
05-03-2004,4.723571538925171,19357800
08-03-2004,4.659999847412109,13554100
09-03-2004,4.50857150554657,17731700
10-03-2004,4.42892861366272,13733300
11-03-2004,4.33214271068573,32126500
12-03-2004,4.359285473823547,14245700
15-03-2004,4.285714507102966,13748000
16-03-2004,4.192857027053833,22697500
17-03-2004,4.291785717010498,17376800
18-03-2004,4.386785864830017,10858400
19-03-2004,4.42642867565155,9954700
22-03-2004,4.244642853736877,10943800
23-03-2004,4.1524999141693115,22542800
24-03-2004,4.054642975330353,9060800
25-03-2004,4.160714268684387,11066300
26-03-2004,4.188571214675903,11109000
29-03-2004,4.560357213020325,44939300
30-03-2004,4.830714106559753,28010500
31-03-2004,4.897857069969177,16274300
01-04-2004,5.048571467399597,38566500
02-04-2004,5.114642977714539,15334900
05-04-2004,5.071785569190979,11547200
06-04-2004,5.076428413391113,9832900
07-04-2004,5.097499966621399,8607200
08-04-2004,5.329999804496765,23144100
12-04-2004,5.405357122421265,14596400
13-04-2004,5.322499871253967,15402100
14-04-2004,5.173214435577393,10341800
15-04-2004,5.262499690055847,30800000
16-04-2004,4.477857232093811,104321700
19-04-2004,4.234999716281891,58863000
20-04-2004,4.293928503990173,19196100
21-04-2004,4.153928518295288,21258300
22-04-2004,4.205357193946838,14166600
23-04-2004,4.249285817146301,8058400
26-04-2004,4.167142987251282,10582600
27-04-2004,4.055000007152557,11776800
28-04-2004,3.987500011920929,14200900
29-04-2004,3.8128570318222046,22484000
30-04-2004,3.691428542137146,19895400
03-05-2004,3.7317857146263123,22099700
04-05-2004,3.8407142758369446,21417900
05-05-2004,3.994285464286804,22533000
06-05-2004,4.036071538925171,14217700
07-05-2004,3.955000102519989,11827900
10-05-2004,3.8189282417297363,18882500
11-05-2004,4.143571138381958,23927400
12-05-2004,4.172499895095825,16821700
13-05-2004,4.304285883903503,14153300
14-05-2004,4.379999995231628,15040200
17-05-2004,4.294642925262451,12324900
18-05-2004,4.397500038146973,15490300
